"acc","locus_tag","gene_name","length_nt","start","end","type","annotation"
"NP_009655.2","YBR097W","VPS15",4365,436951,441315,"protein_coding","ubiquitin-binding serine/threonine protein kinase VPS15"
"NP_009656.2","YBR098W","MMS4",2076,441515,443590,"protein_coding","Mms4p"
"NP_009659.3","YBR101C","FES1",873,443821,444693,"protein_coding","Fes1p"
"NP_009660.1","YBR102C","EXO84",2262,445062,447323,"protein_coding","exocyst subunit EXO84"
"NP_009661.1","YBR103W","SIF2",1608,447709,449316,"protein_coding","Sif2p"
"NP_009662.3","YBR104W","YMC2",990,449667,450656,"protein_coding","organic acid transporter"
"NP_009663.1","YBR105C","VID24",1089,450881,451969,"protein_coding","glucose-induced degradation complex subunit VID24"
"NP_009664.1","YBR106W","PHO88",567,452658,453224,"protein_coding","Pho88p"
"NP_009665.3","YBR107C","IML3",738,453793,454530,"protein_coding","Iml3p"
"NP_009666.3","YBR108W","AIM3",2844,454822,457665,"protein_coding","Aim3p"
"NP_009667.1","YBR109C","CMD1",444,457919,458362,"protein_coding","calmodulin"
"NP_009668.3","YBR110W","ALG1",1350,458872,460221,"protein_coding","chitobiosyldiphosphodolichol beta-1,4 mannosyltransferase"
"NP_009669.1","YBR111C","YSA1",696,461178,461873,"protein_coding","ADP-ribose diphosphatase"
"NP_009670.3","YBR112C","CYC8",2901,462870,465770,"protein_coding","transcription regulator CYC8"
"NP_009672.1","YBR114W","RAD16",2373,467248,469620,"protein_coding","DNA repair protein RAD16"
"NP_009673.1","YBR115C","LYS2",4179,469748,473926,"protein_coding","L-aminoadipate-semialdehyde dehydrogenase"
"NP_009675.3","YBR117C","TKL2",2046,474392,476437,"protein_coding","transketolase TKL2"
"NP_009676.1","YBR118W","TEF2",1377,477671,479047,"protein_coding","translation elongation factor EF-1 alpha"
"NP_009678.3","YBR120C","CBP6",489,480435,480923,"protein_coding","Cbp6p"
"NP_009679.2","YBR121C","GRS1",2004,481364,483367,"protein_coding","glycine--tRNA ligase"
"NP_009680.2","YBR122C","MRPL36",534,483970,484503,"protein_coding","mitochondrial 54S ribosomal protein YmL36"
"NP_009681.3","YBR123C","TFC1",1950,484742,486691,"protein_coding","transcription factor TFIIIC subunit TFC1"
"NP_009683.1","YBR125C","PTC4",1182,487199,488380,"protein_coding","type 2C protein phosphatase PTC4"
"NP_009684.1","YBR126C","TPS1",1488,488905,490392,"protein_coding","alpha,alpha-trehalose-phosphate synthase (UDP-forming) TPS1"
"NP_001257669.1","YBR126W-A","MEO1",207,490850,491056,"protein_coding","Meo1p"
"NP_009685.3","YBR127C","VMA2",1554,491269,492822,"protein_coding","H(+)-transporting V1 sector ATPase subunit B"
"NP_009686.1","YBR128C","ATG14",1035,493081,494115,"protein_coding","Atg14p"
"NP_009687.1","YBR129C","OPY1",987,494353,495339,"protein_coding","Opy1p"
"NP_009688.3","YBR130C","SHE3",1278,495592,496869,"protein_coding","She3p"
"NP_009689.3","YBR131W","CCZ1",2115,497163,499277,"protein_coding","Ccz1p"
"NP_009690.1","YBR132C","AGP2",1791,499652,501442,"protein_coding","Agp2p"
"NP_009691.1","YBR133C","HSL7",2484,501804,504287,"protein_coding","protein arginine N-methyltransferase"
"NP_009693.3","YBR135W","CKS1",453,504854,505306,"protein_coding","cyclin-dependent protein kinase regulatory subunit CKS1"
"NP_009694.3","YBR136W","MEC1",7107,505668,512774,"protein_coding","protein kinase MEC1"
"NP_009695.2","YBR137W",NA,540,513044,513583,"protein_coding","hypothetical protein"
"NP_009696.2","YBR138C",NA,1575,513762,515336,"protein_coding","hypothetical protein"
"NP_009697.3","YBR139W",NA,1527,515664,517190,"protein_coding","carboxypeptidase C"
"NP_009698.3","YBR140C","IRA1",9279,517350,526628,"protein_coding","GTPase-activating protein IRA1"
"NP_009699.2","YBR141C","BMT2",1014,527025,528038,"protein_coding","25S rRNA (adenine2142-N1)-methyltransferase"
"NP_009700.1","YBR142W","MAK5",2322,528317,530638,"protein_coding","putative ATP-dependent RNA helicase"
"NP_009701.3","YBR143C","SUP45",1314,530869,532182,"protein_coding","translation termination factor eRF1"
"NP_001335745.1","YBR144C",NA,315,533235,533549,"protein_coding","hypothetical protein"
"NP_009703.3","YBR145W","ADH5",1056,533762,534817,"protein_coding","alcohol dehydrogenase ADH5"
"NP_009704.1","YBR146W","MRPS9",837,535260,536096,"protein_coding","mitochondrial 37S ribosomal protein MRPS9"
"NP_009705.1","YBR147W","RTC2",891,536575,537465,"protein_coding","cationic amino acid transporter"
"NP_009706.3","YBR148W","YSW1",1830,537876,539705,"protein_coding","Ysw1p"
"NP_009707.3","YBR149W","ARA1",1035,539987,541021,"protein_coding","D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA1"
"NP_009708.1","YBR150C","TBS1",3285,541209,544493,"protein_coding","Tbs1p"
"NP_009709.1","YBR151W","APD1",951,545028,545978,"protein_coding","Apd1p"
"NP_009710.3","YBR152W","SPP381",876,546376,547251,"protein_coding","U4/U6-U5 snRNP complex subunit SPP381"
"NP_009711.3","YBR153W","RIB7",735,547460,548194,"protein_coding","2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase"
"NP_009712.1","YBR154C","RPB5",648,548362,549009,"protein_coding","DNA-directed RNA polymerase core subunit RPB5"
"NP_009713.1","YBR155W","CNS1",1158,549771,550928,"protein_coding","HSP70/90 family co-chaperone CNS1"
"NP_009714.3","YBR156C","SLI15",2097,551104,553200,"protein_coding","Sli15p"
"NP_009715.4","YBR157C","ICS2",768,553543,554310,"protein_coding","Ics2p"
"NP_009716.1","YBR158W","AMN1",1650,556549,558198,"protein_coding","Amn1p"
"NP_009717.1","YBR159W","IFA38",1044,558685,559728,"protein_coding","ketoreductase"
"NP_009718.3","YBR160W","CDC28",897,560078,560974,"protein_coding","cyclin-dependent serine/threonine-protein kinase CDC28"
"NP_009719.3","YBR161W","CSH1",1131,561634,562764,"protein_coding","mannosylinositol phosphorylceramide synthase catalytic subunit CSH1"
"NP_009720.1","YBR162C","TOS1",1368,563203,564570,"protein_coding","Tos1p"
"NP_009721.1","YBR162W-A","YSY6",198,565231,565428,"protein_coding","Ysy6p"
"NP_009722.3","YBR163W","EXO5",1758,565723,567480,"protein_coding","Exo5p"
"NP_009723.3","YBR164C","ARL1",552,567875,568426,"protein_coding","Arf family GTPase ARL1"
"NP_009724.1","YBR165W","UBS1",834,568852,569685,"protein_coding","Ubs1p"
"NP_009725.1","YBR166C","TYR1",1359,569842,571200,"protein_coding","prephenate dehydrogenase (NADP(+))"
"NP_009726.3","YBR167C","POP7",423,571468,571890,"protein_coding","ribonuclease P/MRP protein subunit POP7"
"NP_009727.3","YBR168W","PEX32",1242,572371,573612,"protein_coding","Pex32p"
"NP_009728.1","YBR169C","SSE2",2082,573915,575996,"protein_coding","adenyl-nucleotide exchange factor SSE2"
"NP_009729.1","YBR170C","NPL4",1743,576344,578086,"protein_coding","Npl4p"
"NP_009730.3","YBR171W","SEC66",621,578364,578984,"protein_coding","Sec63 complex subunit SEC66"
"NP_009731.4","YBR172C","SMY2",2223,579150,581372,"protein_coding","Smy2p"
"NP_009732.1","YBR173C","UMP1",447,581726,582172,"protein_coding","Ump1p"
"NP_009734.1","YBR175W","SWD3",948,582408,583355,"protein_coding","Swd3p"
"NP_009735.3","YBR176W","ECM31",939,583720,584658,"protein_coding","3-methyl-2-oxobutanoate hydroxymethyltransferase"
"NP_009736.3","YBR177C","EHT1",1356,584807,586162,"protein_coding","medium-chain fatty acid ethyl ester synthase/esterase"
"NP_009738.1","YBR179C","FZO1",2568,586547,589114,"protein_coding","mitofusin"
"NP_009739.1","YBR180W","DTR1",1719,589741,591459,"protein_coding","Dtr1p"
"NP_009741.3","YBR182C","SMP1",1359,593506,594864,"protein_coding","Smp1p"
"NP_878050.1","YBR182C-A",NA,195,595361,595555,"protein_coding","hypothetical protein"
"NP_009742.1","YBR183W","YPC1",951,596115,597065,"protein_coding","phytoceramidase"
"NP_009743.3","YBR184W",NA,1572,597363,598934,"protein_coding","hypothetical protein"
"NP_009744.3","YBR185C","MBA1",837,599123,599959,"protein_coding","Mba1p"
"NP_009746.1","YBR187W","GDT1",843,602634,603476,"protein_coding","putative ribosome biosynthesis protein GDT1"
"NP_009747.3","YBR188C","NTC20",423,603685,604107,"protein_coding","Ntc20p"
"NP_009751.1","YBR192W","RIM2",1134,607652,608785,"protein_coding","Rim2p"
"NP_009752.3","YBR193C","MED8",672,609082,609753,"protein_coding","Med8p"
"NP_009753.3","YBR194W","AIM4",372,610038,610409,"protein_coding","Aim4p"
"NP_009754.1","YBR195C","MSI1",1269,610614,611882,"protein_coding","Msi1p"
"NP_009755.1","YBR196C","PGI1",1665,612236,613900,"protein_coding","glucose-6-phosphate isomerase"
"NP_878051.3","YBR196C-A",NA,150,614024,614173,"protein_coding","hypothetical protein"
"NP_878052.3","YBR196C-B",NA,105,614526,614630,"protein_coding","hypothetical protein"
"NP_009756.1","YBR197C",NA,654,615203,615856,"protein_coding","hypothetical protein"
"NP_009757.1","YBR198C","TAF5",2397,616127,618523,"protein_coding","chromatin modification protein"
"NP_009758.3","YBR199W","KTR4",1395,618909,620303,"protein_coding","putative mannosyltransferase"
"NP_009759.3","YBR200W","BEM1",1656,620872,622527,"protein_coding","phosphatidylinositol-3-phosphate-binding protein BEM1"
"NP_878053.1","YBR200W-A",NA,165,622983,623147,"protein_coding","hypothetical protein"
"NP_009760.1","YBR201W","DER1",636,623576,624211,"protein_coding","derlin"
"NP_001032571.3","YBR201C-A",NA,204,624493,624696,"protein_coding","hypothetical protein"
"NP_009761.4","YBR202W","MCM7",2538,625772,628309,"protein_coding","mini-chromosome maintenance complex protein 7"
"NP_009762.2","YBR203W","COS111",2775,629168,631942,"protein_coding","Cos111p"
"NP_009763.2","YBR204C","LDH1",1128,632254,633381,"protein_coding","triacylglycerol lipase"
"NP_009764.3","YBR205W","KTR3",1215,633622,634836,"protein_coding","mannosyltransferase KTR3"
"NP_009766.4","YBR207W","FTH1",1398,635146,636543,"protein_coding","Fth1p"
"NP_009767.1","YBR208C","DUR1,2",5508,636703,642210,"protein_coding","bifunctional urea carboxylase/allophanate hydrolase"
"NP_001335746.1","YBR209W",NA,318,642583,642900,"protein_coding","hypothetical protein"
"NP_009769.1","YBR210W","ERV15",429,645550,645978,"protein_coding","Erv15p"
"NP_009770.3","YBR211C","AME1",975,646158,647132,"protein_coding","Ame1p"
"NP_009771.3","YBR212W","NGR1",2019,647886,649904,"protein_coding","Ngr1p"
"NP_009772.1","YBR213W","MET8",825,650368,651192,"protein_coding","bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase MET8"
"NP_009773.1","YBR214W","SDS24",1584,651415,652998,"protein_coding","Sds24p"
"NP_009775.3","YBR216C","YBP1",2025,655576,657600,"protein_coding","Ybp1p"
"NP_009776.1","YBR217W","ATG12",561,657832,658392,"protein_coding","Atg12p"
"NP_009777.1","YBR218C","PYC2",3543,658707,662249,"protein_coding","pyruvate carboxylase 2"
"NP_009779.3","YBR220C",NA,1683,662995,664677,"protein_coding","hypothetical protein"
"NP_009780.1","YBR221C","PDB1",1101,665153,666253,"protein_coding","pyruvate dehydrogenase (acetyl-transferring) subunit E1 beta"
"NP_878054.1","YBR221W-A",NA,105,666538,666642,"protein_coding","hypothetical protein"
"NP_009781.3","YBR222C","PCS60",1632,666720,668351,"protein_coding","Pcs60p"
"NP_009782.3","YBR223C","TDP1",1635,668663,670297,"protein_coding","tyrosyl-DNA phosphodiesterase 1"
"NP_009784.1","YBR225W",NA,2703,670627,673329,"protein_coding","hypothetical protein"
"NP_009786.1","YBR227C","MCX1",1563,673572,675134,"protein_coding","Mcx1p"
"NP_009787.3","YBR228W","SLX1",915,675313,676227,"protein_coding","endonuclease"
"NP_009788.3","YBR229C","ROT2",2865,676357,679221,"protein_coding","glucan 1,3-alpha-glucosidase ROT2"
"NP_001018029.1","YBR230W-A",NA,201,680362,680562,"protein_coding","hypothetical protein"
"NP_009790.3","YBR231C","SWC5",912,682179,683090,"protein_coding","Swc5p"
"NP_009792.3","YBR233W","PBP2",1242,683428,684669,"protein_coding","Pbp2p"
"NP_631876.1","YBR233W-A","DAD3",285,684977,685261,"protein_coding","Dad3p"
"NP_009793.1","YBR234C","ARC40",1155,685438,686592,"protein_coding","Arc40p"
"NP_009794.3","YBR235W","VHC1",3363,686901,690263,"protein_coding","Vhc1p"
"NP_009795.3","YBR236C","ABD1",1311,690383,691693,"protein_coding","mRNA (guanine-N7)-methyltransferase"
"NP_009796.1","YBR237W","PRP5",2550,691969,694518,"protein_coding","DEAD-box RNA helicase PRP5"
"NP_009797.1","YBR238C",NA,2196,695107,697302,"protein_coding","hypothetical protein"
"NP_009798.3","YBR239C","ERT1",1590,698354,699943,"protein_coding","Ert1p"
"NP_009799.3","YBR240C","THI2",1353,700490,701842,"protein_coding","Thi2p"
"NP_009800.1","YBR241C",NA,1467,702589,704055,"protein_coding","hypothetical protein"
"NP_009801.1","YBR242W",NA,717,704670,705386,"protein_coding","hypothetical protein"
"NP_009802.3","YBR243C","ALG7",1347,705447,706793,"protein_coding","UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase"
"NP_009803.3","YBR244W","GPX2",489,707528,708016,"protein_coding","glutathione peroxidase GPX2"
"NP_009804.1","YBR245C","ISW1",3390,708150,711539,"protein_coding","chromatin-remodeling ATPase ISW1"
"NP_009805.1","YBR246W","RRT2",1164,711591,712754,"protein_coding","diphthamide synthase"
"NP_009806.3","YBR247C","ENP1",1452,713004,714455,"protein_coding","snoRNA-binding rRNA-processing protein ENP1"
"NP_009807.3","YBR248C","HIS7",1659,714807,716465,"protein_coding","imidazoleglycerol-phosphate synthase"
"NP_009808.1","YBR249C","ARO4",1113,716882,717994,"protein_coding","3-deoxy-7-phosphoheptulonate synthase ARO4"
"NP_009809.1","YBR250W","SPO23",1572,719033,720604,"protein_coding","Spo23p"
"NP_009810.3","YBR251W","MRPS5",924,721390,722313,"protein_coding","mitochondrial 37S ribosomal protein MRPS5"
"NP_009811.3","YBR252W","DUT1",444,722611,723054,"protein_coding","bifunctional dITP/dUTP diphosphatase"
"NP_009812.1","YBR253W","SRB6",366,723270,723635,"protein_coding","Srb6p"
"NP_009813.1","YBR254C","TRS20",528,723736,724263,"protein_coding","TRAPP subunit TRS20"
"NP_009814.3","YBR255W","MTC4",2085,724456,726540,"protein_coding","Mtc4p"
"NP_009815.1","YBR256C","RIB5",717,727386,728102,"protein_coding","riboflavin synthase"
"NP_009816.1","YBR257W","POP4",840,728885,729724,"protein_coding","RNase P/RNase MRP complex subunit"
"NP_009817.3","YBR258C","SHG1",429,729734,730162,"protein_coding","Shg1p"
"NP_009818.3","YBR259W",NA,2067,730387,732453,"protein_coding","hypothetical protein"
"NP_009819.1","YBR260C","RGD1",2001,732639,734639,"protein_coding","Rgd1p"
"NP_009820.1","YBR261C","TAE1",699,734832,735530,"protein_coding","N-terminal protein methyltransferase"
"NP_009821.3","YBR262C","MIC12",321,735720,736040,"protein_coding","Mic12p"
"NP_009822.4","YBR263W","SHM1",1473,736264,737736,"protein_coding","glycine hydroxymethyltransferase SHM1"
"NP_009823.2","YBR264C","YPT10",600,737770,738369,"protein_coding","Rab family GTPase YPT10"
"NP_009824.2","YBR265W","TSC10",963,738582,739544,"protein_coding","3-dehydrosphinganine reductase"
"NP_009825.4","YBR267W","REI1",1182,739841,741022,"protein_coding","Rei1p"
"NP_009827.3","YBR268W","MRPL37",318,741299,741616,"protein_coding","mitochondrial 54S ribosomal protein YmL37"
"NP_009828.2","YBR269C","SDH8",417,742160,742576,"protein_coding","Sdh8p"
"NP_009829.2","YBR270C","BIT2",1638,742761,744398,"protein_coding","Bit2p"
"NP_009830.3","YBR271W","EFM2",1260,744852,746111,"protein_coding","S-adenosylmethionine-dependent methyltransferase"
"NP_009831.3","YBR272C","HSM3",1443,746361,747803,"protein_coding","Hsm3p"
"NP_009832.1","YBR273C","UBX7",1311,748061,749371,"protein_coding","Ubx7p"
"NP_009833.1","YBR274W","CHK1",1584,749594,751177,"protein_coding","serine/threonine protein kinase CHK1"
"NP_009834.4","YBR275C","RIF1",5751,751356,757106,"protein_coding","DNA-binding protein RIF1"
"NP_009835.3","YBR276C","PPS1",2424,757620,760043,"protein_coding","tyrosine/serine/threonine protein phosphatase PPS1"
"NP_009837.1","YBR278W","DPB3",606,760294,760899,"protein_coding","DNA polymerase epsilon noncatalytic subunit"
"NP_009838.1","YBR279W","PAF1",1338,761257,762594,"protein_coding","Paf1p"
"NP_009839.4","YBR280C","SAF1",1914,762784,764697,"protein_coding","SCF ubiquitin ligase complex subunit SAF1"
"NP_009840.3","YBR281C","DUG2",2637,764970,767606,"protein_coding","glutamine amidotransferase subunit DUG2"
"NP_009841.1","YBR282W","MRPL27",441,768240,768680,"protein_coding","mitochondrial 54S ribosomal protein YmL27"
"NP_009842.1","YBR283C","SSH1",1473,768943,770415,"protein_coding","Ssh1p"
"NP_009843.3","YBR284W",NA,2394,771239,773632,"protein_coding","metallo-dependent hydrolase superfamily protein"
"NP_009844.4","YBR285W",NA,435,773922,774356,"protein_coding","hypothetical protein"
"NP_009845.2","YBR286W","APE3",1614,774700,776313,"protein_coding","Ape3p"
"NP_009846.1","YBR287W",NA,1284,776571,777854,"protein_coding","hypothetical protein"
"NP_009847.4","YBR288C","APM3",1452,778012,779463,"protein_coding","Apm3p"
"NP_009848.4","YBR289W","SNF5",2718,779667,782384,"protein_coding","Snf5p"
"NP_009849.1","YBR290W","BSD2",966,782591,783556,"protein_coding","Bsd2p"
"NP_009850.1","YBR291C","CTP1",900,783673,784572,"protein_coding","Ctp1p"
"NP_001335747.1","YBR292C",NA,372,784702,785073,"protein_coding","hypothetical protein"
"NP_009852.3","YBR293W","VBA2",1425,787006,788430,"protein_coding","Vba2p"
"NP_009853.3","YBR294W","SUL1",2580,789235,791814,"protein_coding","sulfate permease"
"NP_009854.2","YBR295W","PCA1",3651,792849,796499,"protein_coding","cation-transporting P-type ATPase PCA1"
"NP_009855.1","YBR296C","PHO89",1725,796798,798522,"protein_coding","Pho89p"
"NP_878055.3","YBR296C-A",NA,120,800123,800242,"protein_coding","hypothetical protein"
"NP_009856.3","YBR297W","MAL33",1407,800523,801929,"protein_coding","transcription factor MAL33"
"NP_009857.1","YBR298C","MAL31",1845,802631,804475,"protein_coding","maltose permease"
"NP_878056.1","YBR298C-A",NA,222,805035,805256,"protein_coding","hypothetical protein"
"NP_009858.3","YBR299W","MAL32",1755,805351,807105,"protein_coding","alpha-glucosidase MAL32"
"NP_009860.3","YBR301W","PAU24",363,809057,809419,"protein_coding","seripauperin PAU24"
"NP_009861.1","YBR302C","COS2",1140,810340,811479,"protein_coding","Cos2p"
"NP_009863.2","YCL073C","GEX1",1848,6479,8326,"protein_coding","glutathione exchanger"
"NP_009864.1","YCL069W","VBA3",1377,9706,11082,"protein_coding","basic amino acid transporter"
"NP_009865.2","YCL068C",NA,783,11503,12285,"protein_coding","hypothetical protein"
"NP_009866.1","YCL067C","HMLALPHA2",633,12386,13018,"protein_coding","homeodomain mating type protein alpha2"
"NP_009867.1","YCL066W","HMLALPHA1",528,13282,13809,"protein_coding","transcriptional co-activator mating type protein alpha"
