acc,locus_tag,old_locus_tag,length_nt,start,end,type,annotation
WP_010902216.1,VNG_RS01390,VNG0354C,771,279704,280474,protein_coding,CPBP family intramembrane metalloprotease
WP_010902217.1,VNG_RS01395,VNG0355G,1884,280487,282370,protein_coding,methyl-accepting chemotaxis protein
WP_012289142.1,VNG_RS01400,,282,282451,282732,protein_coding,hypothetical protein
WP_010902219.1,VNG_RS01405,VNG0359C,903,282823,283725,protein_coding,hypothetical protein
WP_012289143.1,VNG_RS01410,VNG0360C,414,283764,284177,protein_coding,hypothetical protein
WP_010902221.1,VNG_RS01415,VNG0361C,1002,284272,285273,protein_coding,rhomboid family intramembrane serine protease
WP_010902222.1,VNG_RS01420,VNG0363G,795,285278,286072,protein_coding,endonuclease V
WP_010902223.1,VNG_RS01425,VNG0364G,822,286131,286952,protein_coding,oxidoreductase
WP_010902224.1,VNG_RS01430,VNG0365G,1044,286968,288011,protein_coding,arsenic-transporting ATPase
WP_010902225.1,VNG_RS01435,VNG0367H,345,288101,288445,protein_coding,DUF4440 domain-containing protein
WP_010902226.1,VNG_RS01440,VNG0368C,516,288491,289006,protein_coding,Ci family protein
WP_012289144.1,VNG_RS01445,,483,289028,289510,protein_coding,metal-dependent hydrolase
WP_049892483.1,VNG_RS01450,VNG0370H,735,289515,290249,protein_coding,PHP domain-containing protein
WP_012289146.1,VNG_RS01455,VNG0371G,1161,290379,291539,protein_coding,acyl-CoA dehydrogese
WP_010902229.1,VNG_RS01460,VNG0373H,369,291616,291984,protein_coding,hypothetical protein
WP_010902230.1,VNG_RS01465,VNG0374G,438,291994,292431,protein_coding,transcription elongation factor Spt5
WP_010902231.1,VNG_RS01470,VNG0375G,174,292433,292606,protein_coding,preprotein translocase subunit SecE
WP_010902232.1,VNG_RS01475,VNG0376G,1191,292670,293860,protein_coding,cell division protein FtsZ
WP_049892484.1,VNG_RS01480,VNG0378C,1362,293888,295249,protein_coding,D-tyrosyl-tR(Tyr) deacylase
WP_010902234.1,VNG_RS01485,VNG0380G,957,295310,296266,protein_coding,cation transporter
WP_010902235.1,VNG_RS01490,VNG0382G,801,296344,297144,protein_coding,shikimate dehydrogese
WP_012289149.1,VNG_RS01495,VNG0383H,360,297171,297530,protein_coding,hypothetical protein
WP_010902237.1,VNG_RS01500,VNG0384G,1467,297545,299011,protein_coding,anthranilate synthase component I
WP_010902238.1,VNG_RS01505,VNG0386G,576,299008,299583,protein_coding,glutamine amidotransferase
WP_010902239.1,VNG_RS01510,VNG0387G,858,299568,300425,protein_coding,aminodeoxychorismate lyase
WP_010902240.1,VNG_RS01515,VNG0388C,471,300471,300941,protein_coding,Rieske (2Fe-2S) protein
WP_010902241.1,VNG_RS01520,VNG0389C,291,300938,301228,protein_coding,transcriptiol regulator
WP_012289150.1,VNG_RS01525,VNG0390G,990,301287,302276,protein_coding,glucose-1-phosphate thymidylyltransferase
WP_010902243.1,VNG_RS01530,VNG0391C,723,302277,302999,protein_coding,hypothetical protein
WP_010902244.1,VNG_RS01535,VNG0393C,1149,303046,304194,protein_coding,DUF373 domain-containing protein
WP_010902245.1,VNG_RS01540,VNG0394C,903,304268,305170,protein_coding,phosphoserine phosphatase
WP_010902246.1,VNG_RS01545,VNG0396C,414,305431,305844,protein_coding,DUF371 domain-containing protein
WP_010902247.1,VNG_RS01550,VNG0398G,798,305902,306699,protein_coding,endonuclease III
WP_010902248.1,VNG_RS01555,VNG0399H,468,306701,307168,protein_coding,hypothetical protein
WP_010902249.1,VNG_RS01560,VNG0401G,1926,307290,309215,protein_coding,beta-CASP ribonuclease aCPSF1
WP_010902251.1,VNG_RS01565,VNG0403G,1506,309807,311312,protein_coding,proline--tR ligase
WP_010902252.1,VNG_RS01570,VNG0404H,531,311391,311921,protein_coding,hypothetical protein
WP_010902253.1,VNG_RS01575,VNG0405C,990,311957,312946,protein_coding,epimerase
WP_010902254.1,VNG_RS01580,VNG0406C,1059,313105,314163,protein_coding,glycerol-1-phosphate dehydrogese
WP_081422757.1,VNG_RS01585,VNG0407H,969,314156,315124,protein_coding,hypothetical protein
WP_010902256.1,VNG_RS01590,VNG0408H,1071,315206,316276,protein_coding,hypothetical protein
WP_010902257.1,VNG_RS01595,VNG0409C,1797,316309,318105,protein_coding,S9 family peptidase
WP_010902258.1,VNG_RS01600,VNG0410G,1068,318208,319275,protein_coding,glycosyl transferase family 1
WP_010902259.1,VNG_RS01605,VNG0412G,2448,319297,321744,protein_coding,dihydropteroate synthase
WP_012289152.1,VNG_RS01610,VNG0414G,1617,321793,323409,protein_coding,phosphoribosylglycimide formyltransferase
WP_012289153.1,VNG_RS01615,VNG0415G,1377,323579,324955,protein_coding,adenylosuccite lyase
WP_010902262.1,VNG_RS01620,VNG0417H,642,325020,325661,protein_coding,metallophosphoesterase
WP_010902263.1,VNG_RS01625,VNG0419C,498,325698,326195,protein_coding,NYN domain-containing protein
WP_010902264.1,VNG_RS01630,VNG0420H,189,326196,326384,protein_coding,hypothetical protein
WP_010902265.1,VNG_RS01635,VNG0421C,480,326468,326947,protein_coding,hypothetical protein
WP_012289154.1,VNG_RS01640,VNG0422G,1344,326955,328298,protein_coding,cytochrome P450
WP_010902267.1,VNG_RS01645,VNG0424C,393,328415,328807,protein_coding,gC family transcriptiol regulator
WP_010902268.1,VNG_RS01650,VNG0425G,717,328807,329523,protein_coding,tR (adenine-N1)-methyltransferase
WP_010902269.1,VNG_RS01655,VNG0426G,315,329653,329967,protein_coding,transcription factor S
WP_010902270.1,VNG_RS01660,VNG0427G,1263,330079,331341,protein_coding,MFS transporter
WP_010902271.1,VNG_RS01665,VNG0428G,771,331342,332112,protein_coding,enoyl-CoA hydratase
WP_010902272.1,VNG_RS01670,VNG0429H,486,332196,332681,protein_coding,hypothetical protein
WP_012289155.1,VNG_RS01675,,1026,332688,333713,protein_coding,hypothetical protein
WP_010902274.1,VNG_RS01680,VNG0431G,429,333816,334244,protein_coding,NUDIX domain-containing protein
WP_010902275.1,VNG_RS01685,VNG0433C,336,334368,334703,protein_coding,30S ribosomal protein S10
WP_010902276.1,VNG_RS01690,VNG0435H,267,334798,335064,protein_coding,hypothetical protein
WP_010902277.1,VNG_RS01695,VNG0436G,1566,335061,336626,protein_coding,sodium:proton antiporter
WP_010902278.1,VNG_RS01700,VNG0437C,1281,336723,338003,protein_coding,amidohydrolase
WP_010902279.1,VNG_RS01705,VNG0439C,1371,338014,339384,protein_coding,FAD-dependent oxidoreductase
WP_010902280.1,VNG_RS01710,VNG0438G,330,339490,339819,protein_coding,(2Fe-2S)-binding protein
WP_010902281.1,VNG_RS01715,VNG0440C,1131,339822,340952,protein_coding,MBL fold metallo-hydrolase
WP_010902282.1,VNG_RS01720,VNG0441H,636,341012,341647,protein_coding,hypothetical protein
WP_010902283.1,VNG_RS01725,VNG0442G,1239,341670,342908,protein_coding,mandelate racemase/mucote lactonizing enzyme family protein
WP_012289156.1,VNG_RS01730,VNG0444G,915,342946,343860,protein_coding,dihydrodipicolite synthase family protein
WP_010902285.1,VNG_RS01735,VNG0447H,1209,343909,345117,protein_coding,haloacid dehalogese
WP_010902286.1,VNG_RS01740,VNG0446G,1071,345205,346275,protein_coding,glucose dehydrogese
WP_010902287.1,VNG_RS01745,VNG0448G,639,346272,346910,protein_coding,orotate phosphoribosyltransferase
WP_012289157.1,VNG_RS01750,VNG0450C,405,346951,347355,protein_coding,glutaredoxin
WP_049892486.1,VNG_RS01755,VNG0451G,681,347367,348047,protein_coding,phosphate transport system regulatory protein PhoU
WP_010902290.1,VNG_RS01760,VNG0452G,846,348053,348898,protein_coding,phosphate ABC transporter ATP-binding protein
WP_010902291.1,VNG_RS01765,VNG0453G,1701,348905,350605,protein_coding,"phosphate ABC transporter, permease protein PstA"
WP_010902292.1,VNG_RS01770,VNG0455G,960,350607,351566,protein_coding,phosphate ABC transporter permease subunit PstC
WP_010902293.1,VNG_RS01775,VNG0457G,1035,351622,352656,protein_coding,phosphate ABC transporter substrate-binding protein
WP_010902294.1,VNG_RS01780,VNG0458G,1005,352883,353887,protein_coding,phosphate uptake regulator PhoU
WP_010902295.1,VNG_RS01785,VNG0459G,972,353960,354931,protein_coding,nodulation protein
WP_010902296.1,VNG_RS01790,VNG0461G,1311,355258,356568,protein_coding,aspartate--tR(Asp/Asn) ligase
WP_010902297.1,VNG_RS01795,VNG0462C,285,356605,356889,protein_coding,transcriptiol regulator
WP_010902298.1,VNG_RS01800,VNG0463C,618,356891,357508,protein_coding,hypothetical protein
WP_010902299.1,VNG_RS01805,VNG0465G,891,357501,358391,protein_coding,ABC transporter ATP-binding protein
WP_010902300.1,VNG_RS01810,VNG0466C,852,358388,359239,protein_coding,ABC transporter permease
WP_012289160.1,VNG_RS01815,VNG0467G,828,359388,360215,protein_coding,aldo/keto reductase
WP_010902302.1,VNG_RS01820,VNG0468C,1233,360279,361511,protein_coding,D(P)/FAD-dependent oxidoreductase
WP_010902303.1,VNG_RS01825,VNG0469H,1683,361705,363387,protein_coding,hypothetical protein
WP_010902304.1,VNG_RS01830,VNG0470G,759,363359,364117,protein_coding,ABC transporter ATP-binding protein
WP_010902305.1,VNG_RS01835,VNG0471C,201,364276,364476,protein_coding,transcriptiol regulator
WP_010902306.1,VNG_RS01840,VNG0472H,417,364473,364889,protein_coding,DUF2178 domain-containing protein
WP_010902307.1,VNG_RS01845,VNG0473G,870,365304,366173,protein_coding,2-oxoacid ferredoxin oxidoreductase subunit beta
WP_010902308.1,VNG_RS01850,VNG0474G,1749,366170,367918,protein_coding,2-oxoacid:acceptor oxidoreductase subunit alpha
WP_010902309.1,VNG_RS01855,VNG0475C,645,368167,368811,protein_coding,oxidoreductase
WP_012289161.1,VNG_RS01860,VNG0475a,597,368808,369404,protein_coding,NUDIX domain-containing protein
WP_012289162.1,VNG_RS01865,VNG0478C,390,369409,369798,protein_coding,methylmalonyl-CoA epimerase
WP_010902312.1,VNG_RS01870,VNG0479G,951,369837,370787,protein_coding,short chain dehydrogese
WP_012289163.1,VNG_RS01875,VNG0481G,1686,370841,372526,protein_coding,methylmalonyl-CoA mutase
WP_010902314.1,VNG_RS01880,VNG0482H,570,372939,373508,protein_coding,GT family N-acetyltransferase
WP_010902315.1,VNG_RS01885,VNG0483C,1185,373577,374761,protein_coding,outer membrane lipoprotein carrier protein LolA
WP_010902316.1,VNG_RS01890,VNG0484G,1971,374853,376823,protein_coding,acetyl-CoA synthetase
WP_010902317.1,VNG_RS01895,VNG0485H,390,376820,377209,protein_coding,hypothetical protein
WP_010902318.1,VNG_RS01900,VNG0486G,576,377233,377808,protein_coding,N-acetyltransferase
WP_012289164.1,VNG_RS01905,VNG0487H,576,377808,378383,protein_coding,N-acetyltransferase
WP_010902320.1,VNG_RS01910,VNG0488H,705,378529,379233,protein_coding,hypothetical protein
WP_010902321.1,VNG_RS01915,VNG0489G,1176,379302,380477,protein_coding,molecular chaperone DJ
WP_010902322.1,VNG_RS01920,VNG0491G,1890,380553,382442,protein_coding,molecular chaperone DK
WP_010902323.1,VNG_RS01925,VNG0492H,696,382599,383294,protein_coding,hypothetical protein
WP_010902324.1,VNG_RS01930,VNG0494G,654,383334,383987,protein_coding,nucleotide exchange factor GrpE
WP_010902325.1,VNG_RS01935,VNG0496H,384,384063,384446,protein_coding,hypothetical protein
WP_010902326.1,VNG_RS01940,VNG0498C,507,384499,385005,protein_coding,hypothetical protein
WP_010902327.1,VNG_RS01945,VNG0499G,912,385002,385913,protein_coding,SAM-dependent methyltransferase
WP_010902328.1,VNG_RS01950,VNG0500G,747,386009,386755,protein_coding,proteasome assembly chaperone family protein
WP_010902329.1,VNG_RS01955,VNG0501G,1239,386766,388004,protein_coding,MFS transporter
WP_010902330.1,VNG_RS01960,VNG0502G,1122,388169,389290,protein_coding,aspartate aminotransferase
WP_010902331.1,VNG_RS01965,VNG0503C,789,389355,390143,protein_coding,class I SAM-dependent methyltransferase
WP_010902332.1,VNG_RS01970,VNG0504G,1182,390140,391321,protein_coding,redox-regulated ATPase YchF
WP_010902333.1,VNG_RS01975,VNG0505C,1101,391432,392532,protein_coding,HlyC/CorC family transporter
WP_012289165.1,VNG_RS01980,,285,392529,392813,protein_coding,hypothetical protein
WP_010902335.1,VNG_RS01985,VNG0507C,873,392861,393733,protein_coding,acyltransferase
WP_010902336.1,VNG_RS01990,VNG0508H,198,393802,393999,protein_coding,hypothetical protein
WP_012289167.1,VNG_RS01995,VNG0510G,1221,394230,395450,protein_coding,peptidase
WP_010902339.1,VNG_RS02000,VNG0511H,231,395657,395887,protein_coding,MarR family transcriptiol regulator
WP_010902340.1,VNG_RS02005,VNG0512G,1164,395945,397108,protein_coding,metallophosphatase
WP_010902341.1,VNG_RS02010,VNG0514C,2652,397105,399756,protein_coding,chromosome segregation protein SMC
WP_010902342.1,VNG_RS02015,VNG0516H,252,399808,400059,protein_coding,hypothetical protein
WP_012289168.1,VNG_RS02020,,429,400047,400475,protein_coding,hypothetical protein
WP_012289169.1,VNG_RS02025,,291,400501,400791,protein_coding,hypothetical protein
WP_010902344.1,VNG_RS02030,VNG0520H,186,400823,401008,protein_coding,hypothetical protein
WP_010902345.1,VNG_RS02035,VNG0521G,2706,401122,403827,protein_coding,D polymerase elongation subunit
WP_010902346.1,VNG_RS02040,VNG0523G,744,403843,404586,protein_coding,D(P)-dependent oxidoreductase
WP_010902347.1,VNG_RS02045,VNG0524G,927,404888,405814,protein_coding,ABC transporter ATP-binding protein
WP_010902348.1,VNG_RS02050,VNG0525C,1425,405851,407275,protein_coding,Fe-S cluster assembly protein SufB
WP_010902349.1,VNG_RS02055,VNG0527C,1215,407277,408491,protein_coding,Fe-S cluster assembly protein SufD
WP_049892592.1,VNG_RS02060,,495,408603,409097,protein_coding,rubrerythrin
WP_010902351.1,VNG_RS02065,VNG0530G,435,409159,409593,protein_coding,metal-dependent transcriptiol regulator
WP_081422746.1,VNG_RS13275,,201,409836,410036,protein_coding,hypothetical protein
WP_010902352.1,VNG_RS13280,VNG0532H,378,410039,410416,protein_coding,hypothetical protein
WP_012289172.1,VNG_RS02080,VNG0533H,663,410466,411128,protein_coding,hypothetical protein
WP_012289173.1,VNG_RS02085,VNG0534C,684,411320,412003,protein_coding,HD domain-containing protein
WP_012289174.1,VNG_RS02090,,690,412027,412716,protein_coding,UPF0016 domain-containing protein
WP_012289175.1,VNG_RS02095,VNG0536G,678,412713,413390,protein_coding,metal-dependent transcriptiol regulator
WP_010902357.1,VNG_RS02100,VNG0537C,2715,413539,416253,protein_coding,C4-dicarboxylate ABC transporter permease
WP_010902358.1,VNG_RS02105,VNG0539C,492,416246,416737,protein_coding,DUF1850 domain-containing protein
WP_010902359.1,VNG_RS02110,VNG0540G,957,416799,417755,protein_coding,C4-dicarboxylate ABC transporter substrate-binding protein
WP_010902360.1,VNG_RS02115,VNG0541G,1197,417903,419099,protein_coding,threonine synthase
WP_012289176.1,VNG_RS02120,VNG0542C,1266,419223,420488,protein_coding,D(P)/FAD-dependent oxidoreductase
WP_012289177.1,VNG_RS02125,,684,420476,421159,protein_coding,metallophosphoesterase
WP_012289178.1,VNG_RS02130,,600,421243,421842,protein_coding,J domain-containing protein
WP_010902364.1,VNG_RS02135,VNG0546C,753,421905,422657,protein_coding,proteasome assembly chaperone family protein
WP_010902365.1,VNG_RS02140,VNG0548C,183,422662,422844,protein_coding,H/ACA R-protein complex protein Nop10p
WP_010902366.1,VNG_RS02145,VNG0549G,804,422844,423647,protein_coding,translation initiation factor IF-2 subunit alpha
WP_010902367.1,VNG_RS02150,VNG0550G,174,423644,423817,protein_coding,30S ribosomal protein S27e
WP_012289179.1,VNG_RS02155,VNG0551G,282,423822,424103,protein_coding,50S ribosomal protein L44e
WP_049928230.1,VNG_RS02160,,576,424256,424831,protein_coding,hypothetical protein
WP_049928232.1,VNG_RS02165,,498,425072,425569,protein_coding,hypothetical protein
WP_012289181.1,VNG_RS02170,,267,425623,425889,protein_coding,hypothetical protein
WP_010902370.1,VNG_RS02175,VNG0555C,2523,425790,428312,protein_coding,hypothetical protein
WP_010902371.1,VNG_RS02180,VNG0556G,1557,428425,429981,protein_coding,succinoglycan biosynthesis protein ExoP
WP_010902372.1,VNG_RS02190,VNG0557H,681,430285,430965,protein_coding,hypothetical protein
WP_010902373.1,VNG_RS02195,VNG0559G,567,431034,431600,protein_coding,adenine phosphoribosyltransferase
WP_010902374.1,VNG_RS02200,VNG0560C,1785,431659,433443,protein_coding,(+)/H(+) antiporter subunit D
WP_010902375.1,VNG_RS02205,VNG0562C,1620,433440,435059,protein_coding,cation:proton antiporter
WP_012289183.1,VNG_RS02210,VNG0563G,1482,435056,436537,protein_coding,monovalent cation/H+ antiporter subunit D family protein
WP_010902377.1,VNG_RS02215,VNG0565C,357,436530,436886,protein_coding,cation:proton antiporter
WP_010902378.1,VNG_RS02220,VNG0564H,468,436883,437350,protein_coding,cation:proton antiporter
WP_010902379.1,VNG_RS02225,VNG0566C,531,437347,437877,protein_coding,DUF4040 domain-containing protein
WP_010902380.1,VNG_RS02230,VNG0570H,327,437874,438200,protein_coding,+/H+ antiporter subunit G
WP_010902381.1,VNG_RS02235,VNG0568C,276,438197,438472,protein_coding,cation:proton antiporter
WP_010902382.1,VNG_RS02240,VNG0571C,1095,438469,439563,protein_coding,cation:proton antiporter
WP_010902383.1,VNG_RS02245,VNG0572G,1179,439733,440911,protein_coding,bifunctiol phosphopantothenoylcysteine decarboxylase/phosphopantothete--cysteine ligase CoaBC
WP_012289184.1,VNG_RS02250,,492,441018,441509,protein_coding,SRPBCC family protein
WP_010902384.1,VNG_RS02255,VNG0573C,693,441519,442211,protein_coding,hypothetical protein
WP_010902385.1,VNG_RS02260,VNG0574C,258,442210,442467,protein_coding,hypothetical protein
WP_010902386.1,VNG_RS02265,VNG0575G,1302,442518,443819,protein_coding,peptidase M28
WP_012289186.1,VNG_RS02270,,735,443949,444683,protein_coding,hypothetical protein
WP_010902388.1,VNG_RS02275,VNG0578H,441,444728,445168,protein_coding,hypothetical protein
WP_010902389.1,VNG_RS02280,VNG0579H,261,445263,445523,protein_coding,hypothetical protein
WP_010902390.1,VNG_RS02285,VNG0581H,288,445516,445803,protein_coding,hypothetical protein
WP_010902391.1,VNG_RS02290,VNG0582C,765,445897,446661,protein_coding,cytochrome bc complex cytochrome b subunit
WP_010902392.1,VNG_RS02295,VNG0583G,813,446666,447478,protein_coding,cytochrome bc complex cytochrome b subunit
WP_010902393.1,VNG_RS02300,VNG0584H,831,447481,448311,protein_coding,cytochrome b
WP_010902394.1,VNG_RS02305,VNG0585H,387,448314,448700,protein_coding,hypothetical protein
WP_010902395.1,VNG_RS02310,VNG0586C,690,448700,449389,protein_coding,hypothetical protein
WP_010902396.1,VNG_RS02315,VNG0587H,912,449465,450376,protein_coding,hypothetical protein
WP_010902397.1,VNG_RS02320,VNG0590H,489,450472,450960,protein_coding,hypothetical protein
WP_010902398.1,VNG_RS02325,VNG0591C,645,450957,451601,protein_coding,ArsR family transcriptiol regulator
WP_010902399.1,VNG_RS02330,VNG0592G,684,451701,452384,protein_coding,endonuclease III
WP_012289187.1,VNG_RS02335,VNG0593G,978,452492,453469,protein_coding,diphosphomevalote decarboxylase
WP_049892489.1,VNG_RS02340,,195,453659,453853,protein_coding,hypothetical protein
WP_010902401.1,VNG_RS02345,VNG0594H,327,454135,454461,protein_coding,hypothetical protein
