"query","NOGs","COG_category","HMM_description"
"WP_010902281.1","COG0491@NOG COG0607@NOG","P","RHOD"
"WP_010902282.1","0YVNS@NOG",NA,NA
"WP_010902283.1","COG4948@NOG","M","mandelate racemase muconate lactonizing"
"WP_010902285.1","0YFXP@NOG","S","Haloacid dehalogenase domain protein hydrolase type 3"
"WP_010902286.1","COG1063@NOG","E","Catalyzes the NAD(P)( )-dependent oxidation of D-glucose to D-gluconate via gluconolactone. Can utilize both NAD( ) and NADP( ) as electron acceptor. Is involved in the degradation of glucose through a modified Entner-Doudoroff pathway (By similarity)"
"WP_010902287.1","COG0856@NOG","F","PyrE-like protein"
"WP_010902290.1","COG1117@NOG","P","phosphate ABC transporter ATP-binding protein"
"WP_010902291.1","COG0581@NOG","P","phosphate ABC transporter inner membrane subunit PstA"
"WP_010902292.1","COG0573@NOG","P","Phosphate ABC transporter"
"WP_010902293.1","COG0226@NOG","P","phosphate binding protein"
"WP_010902294.1","COG0704@NOG","P","Phosphate uptake regulator"
"WP_010902295.1","COG0175@NOG","E","Phosphoadenosine phosphosulfate reductase"
"WP_010902296.1","COG0017@NOG","J","Aspartyl-tRNA synthetase"
"WP_010902297.1","COG1846@NOG","K","Bacterial regulatory protein, arsR family"
"WP_010902298.1","11011@NOG",NA,NA
"WP_010902299.1","COG1131@NOG","V","ABC transporter"
"WP_010902300.1","110NF@NOG",NA,NA
"WP_010902302.1","COG0644@NOG","C","FAD dependent oxidoreductase"
"WP_010902303.1","111CX@NOG",NA,NA
"WP_010902304.1","COG1131@NOG","V","ABC transporter"
"WP_010902305.1","COG1476@NOG","K","Transcriptional regulator, XRE family"
"WP_010902306.1","111JF@NOG",NA,NA
"WP_010902307.1","COG1013@NOG","C","2-oxoglutarate ferredoxin oxidoreductase subunit beta"
"WP_010902308.1","COG0674@NOG COG1014@NOG","C","Pyruvate flavodoxin ferredoxin oxidoreductase domain protein"
"WP_010902309.1","COG1018@NOG","C","oxidoreductase FAD-binding domain protein"
"WP_010902312.1","COG1028@NOG","I","dehydrogenase reductase"
"WP_010902314.1","COG1246@NOG","K","GCN5-related N-acetyltransferase"
"WP_010902315.1","COG2834@NOG","M","Inherit from arCOG: outer membrane lipoprotein-sorting protein-like protein"
"WP_010902316.1","COG0365@NOG","I","synthetase"
"WP_010902318.1","COG1670@NOG","K","Acetyltransferase (GNAT) family"
"WP_010902320.1","0YYSW@NOG",NA,NA
"WP_010902321.1","COG0484@NOG","O","ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins (By similarity)"
"WP_010902322.1","COG0443@NOG","O","Acts as a chaperone (By similarity)"
"WP_010902323.1","10ZXV@NOG",NA,NA
"WP_010902324.1","COG0576@NOG","O","Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ"
"WP_010902326.1","COG3270@NOG","J","Inherit from COG: Specifically methylates the cytosine at position 1407 (m5C1407) of 16S rRNA (By similarity)"
"WP_010902327.1","COG0144@NOG","J","RNA methylase, NOL1 NOP2 sun family"
"WP_010902328.1","COG1938@NOG","S","PAC2 family"
"WP_010902329.1","COG0477@NOG","G","Major Facilitator Superfamily"
"WP_010902330.1","COG0436@NOG","E","aminotransferase class I and II"
"WP_010902331.1","COG0500@NOG","Q","Methyltransferase domain"
"WP_010902332.1","COG0012@NOG","J","Translation-associated GTPase"
"WP_010902333.1","COG1253@NOG","P","Domain of unknown function DUF21"
"WP_010902335.1","COG4801@NOG","S","Pfam:DUF583"
"WP_010902336.1","0YZIU@NOG",NA,NA
"WP_010902339.1","COG0640@NOG","K","ArsR family transcriptional regulator"
"WP_010902340.1","COG0420@NOG","L","Involved in DNA double-strand break repair (DSBR). The Rad50 Mre11 complex possesses single-strand endonuclease activity and ATP-dependent double-strand-specific 3'-5' exonuclease activity (By similarity). In polyploid organisms, the Rad50 Mre11 complex appears to restrain the repair of double-strand breaks by homologous recombination, allowing another pathway to act as the primary mode of repair"
"WP_010902341.1","COG0419@NOG","L","Involved in DNA double-strand break repair (DSBR). The Rad50 Mre11 complex possesses single-strand endonuclease activity and ATP-dependent double-strand-specific 3'-5' exonuclease activity. Rad50 provides an ATP-dependent control of Mre11 by unwinding and or repositioning DNA ends into the Mre11 active site (By similarity)"
"WP_010902344.1","111Q2@NOG",NA,NA
"WP_010902345.1","COG0417@NOG","L","DNA polymerase"
"WP_010902346.1","COG4221@NOG","I","short-chain dehydrogenase"
"WP_010902347.1","COG0396@NOG","O","FeS assembly ATPase SufC"
"WP_010902348.1","COG0719@NOG","O","FeS assembly protein SufB"
"WP_010902349.1","COG0719@NOG","O","SufBD protein"
"WP_010902351.1","COG1321@NOG","K","iron (metal) dependent repressor, DtxR family"
"WP_010902357.1","COG4666@NOG","S","TRAP transporter, 4TM 12TM fusion protein"
"WP_010902358.1","COG4729@NOG","S","TRAP-type transport system protein small subunit"
"WP_010902359.1","COG2358@NOG","P","TRAP transporter solute receptor, TAXI family"
"WP_010902360.1","COG0498@NOG","E","Threonine synthase"
"WP_010902364.1","COG2047@NOG","S","PAC2 family"
"WP_010902365.1","COG2260@NOG","J","more specifically in 18S rRNA pseudouridylation and in cleavage of pre-rRNA (By similarity)"
"WP_010902366.1","COG1093@NOG","J","Translation initiation factor IF-2 subunit alpha"
"WP_010902367.1","COG2051@NOG","J","30S ribosomal protein S27E"
"WP_010902370.1","COG5427@NOG","S","Uncharacterized membrane protein (DUF2298)"
"WP_010902371.1","COG2244@NOG","M","biosynthesis transport protein"
"WP_010902372.1","COG0693@NOG","S","ThiJ PfpI domain-containing protein"
"WP_010902373.1","COG0503@NOG","F","May catalyze a purine salvage reaction, the substrate is"
"WP_010902374.1","COG0651@NOG","P","Monovalent cation H antiporter subunit D"
"WP_010902375.1","COG0651@NOG","C","Monovalent cation H antiporter subunit D"
"WP_010902377.1","COG1006@NOG","P","monovalent cation H antiporter subunit C"
"WP_010902378.1","COG2111@NOG","P","monovalent cation H antiporter subunit B"
"WP_010902379.1","COG2111@NOG","P","monovalent cation H antiporter subunit B"
"WP_010902380.1","COG1320@NOG","P","monovalent cation H antiporter subunit G"
"WP_010902381.1","COG2212@NOG","P","Monovalent cation H antiporter subunit F"
"WP_010902382.1","COG1863@NOG","P","monovalent cation H antiporter subunit E"
"WP_010902383.1","COG0452@NOG","H","phosphopantothenoylcysteine decarboxylase phosphopantothenate cysteine ligase"
"WP_010902384.1","COG3794@NOG","C","Halocyanin"
"WP_010902385.1","COG4746@NOG","S","MTH865-like family"
"WP_010902386.1","COG2234@NOG","S","Peptidase M28"
"WP_010902388.1","0YRMM@NOG",NA,NA
"WP_010902389.1","0YUXW@NOG",NA,NA
"WP_010902390.1","0Z1FT@NOG",NA,NA
"WP_010902391.1","COG1290@NOG","C","cytochrome"
"WP_010902392.1","COG1290@NOG","C","Cytochrome b"
"WP_010902393.1","COG0723@NOG","P","rieske (2fe-2S) domain-containing protein"
"WP_010902394.1","0YHYZ@NOG",NA,NA
"WP_010902395.1","COG3794@NOG","C","Halocyanin"
"WP_010902396.1","0YDA8@NOG",NA,NA
"WP_010902397.1","0YJE5@NOG",NA,NA
"WP_010902398.1","COG0640@NOG","K","arsR family"
"WP_010902399.1","COG0177@NOG","L","endonuclease III"
"WP_010902402.1","COG0346@NOG","E","glyoxalase bleomycin resistance protein dioxygenase"
"WP_010902404.1","0Z7ZH@NOG","S","Inherit from arCOG: glycine-rich protein"
"WP_010902406.1","COG0438@NOG","M","glycosyl transferase group 1"
"WP_010902407.1","COG2023@NOG","J","Part of ribonuclease P, a protein complex that generates mature tRNA molecules by cleaving their 5'-ends (By similarity)"
"WP_010902408.1","COG1534@NOG","J","CRS1 / YhbY (CRM) domain"
"WP_010902409.1","COG0589@NOG","T","Universal stress protein family"
"WP_010902410.1","0Z2IJ@NOG",NA,NA
"WP_010902412.1","COG1832@NOG","S","CoA-binding domain protein"
"WP_010902413.1","0YWFT@NOG","T","Inherit from COG: regulatoR"
"WP_010902414.1","COG0382@NOG","H","Prenyltransferase that catalyzes the transfer of the geranylgeranyl moiety of geranylgeranyl diphosphate (GGPP) to the C2 hydroxyl of (S)-3-O-geranylgeranylglyceryl phosphate (GGGP). This reaction is the second ether-bond-formation step in the biosynthesis of archaeal membrane lipids (By similarity)"
"WP_010902416.1","10ZN5@NOG",NA,NA
"WP_010902419.1","COG1226@NOG","P","domain protein"
"WP_010902421.1","COG0616@NOG","O","proteinase IV-like"
"WP_010902422.1","COG3380@NOG","S","FAD dependent oxidoreductase"
"WP_010902425.1","COG2030@NOG","I","MaoC domain protein dehydratase"
"WP_010902428.1","COG0436@NOG","E","Aspartate aminotransferase"
"WP_010902429.1","COG0054@NOG","H","Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin (By similarity)"
"WP_010902430.1","COG4745@NOG","O","Glycosyl transferase family 39"
"WP_010902432.1","COG0041@NOG","F","Phosphoribosylaminoimidazole carboxylase catalytic subunit"
"WP_010902433.1","COG0838@NOG","C","NADH-ubiquinone plastoquinone oxidoreductase chain 3"
"WP_010902434.1","COG0377@NOG","C","NADH-quinone oxidoreductase, B subunit"
"WP_010902435.1","COG0649@NOG COG0852@NOG","C","NADH-ubiquinone oxidoreductase chain 49kDa"
"WP_010902437.1","COG1143@NOG","C","NADH-quinone oxidoreductase, chain i"
"WP_010902438.1","COG0839@NOG","C","NADH dehydrogenase subunit j"
"WP_010902440.1","COG0713@NOG","C","NADH dehydrogenase-like complex, subunit K"
"WP_010902441.1","COG1009@NOG","C","subunit l"
"WP_010902442.1","COG1008@NOG","C","subunit m"
"WP_010902444.1","COG0618@NOG COG1226@NOG","P","phosphoesterase RecJ domain protein"
"WP_010902445.1","COG0517@NOG COG1475@NOG","K","CBS domain containing protein"
"WP_010902448.1","COG0454@NOG","K","GCN5-related N-acetyltransferase"
"WP_010902449.1","10ZXX@NOG",NA,NA
"WP_010902450.1","COG0843@NOG","C","cytochrome c oxidase, subunit I"
"WP_010902451.1","10ZXW@NOG",NA,NA
"WP_010902452.1","111D6@NOG","S","Cox cluster protein"
"WP_010902453.1","COG1845@NOG","C","oxidase subunit III"
"WP_010902454.1","COG0340@NOG","H","Biotin protein ligase C terminal domain"
"WP_010902455.1","COG1622@NOG","C","cytochrome c oxidase subunit II"
"WP_010902456.1","COG0109@NOG COG1612@NOG","O","Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group (By similarity)"
"WP_010902457.1","0YJVM@NOG",NA,NA
"WP_010902458.1","COG1131@NOG","V","ABC transporter"
"WP_010902459.1","COG0842@NOG","V","ABC-2 type transporter"
"WP_010902461.1","COG2322@NOG","S","Protein of unknown function (DUF420)"
"WP_010902462.1","COG2185@NOG","I","Methylmalonyl-CoA mutase"
"WP_010902463.1","COG1703@NOG","E","LAO AO transport system ATPase"
"WP_010902464.1","COG0596@NOG","S","Alpha beta hydrolase fold protein"
"WP_010902465.1","COG1545@NOG","S","DUF35 OB-fold domain"
"WP_010902466.1","COG0183@NOG","I","thiolase"
"WP_010902467.1","0YT9F@NOG",NA,NA
"WP_010902470.1","COG1250@NOG","I","dehydrogenase"
"WP_010902472.1","COG1830@NOG","G","Fructose-bisphosphate aldolase (EC 4.1.2.13)"
"WP_010902473.1","COG0158@NOG","G","D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1"
"WP_010902474.1","COG2135@NOG","S","Uncharacterised ACR, COG2135"
"WP_010902475.1","111UD@NOG","K","Transcriptional regulator"
"WP_010902476.1","COG1131@NOG","V","ABC transporter"
"WP_010902477.1","COG1668@NOG","C","ABC-type transport system permease protein"
"WP_010902479.1","COG1833@NOG","L","Domain of unknown function DUF123"
"WP_010902481.1","0YWFT@NOG","T","Inherit from COG: regulatoR"
"WP_010902482.1","COG2217@NOG","P","heavy metal translocating P-type ATPase"
"WP_010902483.1","COG2608@NOG","P","heavy metal transport detoxification protein"
"WP_010902484.1","COG0640@NOG","K","arsR family transcriptional regulator"
"WP_010902485.1","COG1733@NOG","K","regulator"
"WP_010902486.1","COG3046@NOG","S","photolyase-related protein"
"WP_010902488.1","111GN@NOG",NA,NA
"WP_010902489.1","COG0491@NOG","S","beta-lactamase domain protein"
"WP_010902490.1","COG0526@NOG","O","Redoxin domain protein"
"WP_010902491.1","COG4122@NOG","S","O-methyltransferase family 3"
"WP_010902492.1","COG0422@NOG","H","Catalyzes the synthesis of the hydroxymethylpyrimidine phosphate (HMP-P) moiety of thiamine from aminoimidazole ribotide (AIR) in a radical S-adenosyl-L-methionine (SAM)-dependent reaction (By similarity)"
"WP_010902493.1","COG0642@NOG COG2202@NOG COG2203@NOG","T","Histidine kinase"
"WP_010902494.1","0Y98F@NOG",NA,NA
"WP_010902495.1","COG0561@NOG","S","Catalyzes the dephosphorylation of 2-phosphoglycolate (By similarity)"
"WP_010902496.1","COG0647@NOG","G","HAD-superfamily hydrolase, subfamily IIA"
"WP_010902497.1","COG0534@NOG","V","MATE efflux family protein"
"WP_010902498.1","COG0006@NOG","E","peptidase M24"
"WP_010902500.1","0YQEF@NOG","K","Transcriptional regulator, arsr family"
"WP_010902501.1","COG1309@NOG","K","transcriptional regulator, TetR family"
"WP_010902502.1","COG0534@NOG","V","MATE efflux family protein"
"WP_010902503.1","1108C@NOG",NA,NA
"WP_010902504.1","COG1893@NOG","H","Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid (By similarity)"
"WP_010902505.1","0Z9PZ@NOG",NA,NA
"WP_010902507.1","COG3358@NOG","S","Protein of unknown function (DUF1684)"
"WP_010902508.1","COG1405@NOG","K","Stabilizes TBP binding to an archaeal box-A promoter. Also responsible for recruiting RNA polymerase II to the pre- initiation complex (DNA-TBP-TFIIB) (By similarity)"
"WP_010902509.1","COG0784@NOG","T","response regulator receiver protein"
"WP_010902510.1","COG0642@NOG COG2202@NOG","T","His Kinase A (phospho-acceptor) domain"
"WP_010902511.1","0YPZM@NOG",NA,NA
"WP_010902512.1","111CB@NOG",NA,NA
"WP_010902513.1","COG1878@NOG","E","cyclase family"
"WP_010902515.1","COG4250@NOG","T","sensor protein"
"WP_010902517.1","COG2719@NOG","S","Stage V sporulation protein R-like protein"
"WP_010902518.1","COG2718@NOG","S","Protein of unknown function (DUF444)"
"WP_010902519.1","COG2766@NOG","T","serine protein kinase"
"WP_010902520.1","COG2766@NOG","T","Serine protein kinase"
"WP_010902521.1","COG1956@NOG","T","Inherit from COG: gaf domain protein"
"WP_010902522.1","COG1695@NOG","K","Transcriptional regulator"
"WP_010902523.1","COG0451@NOG","M","NAD-dependent epimerase dehydratase"
"WP_010902524.1","COG0306@NOG","P","phosphate transporter"
"WP_010902528.1","COG4044@NOG","S","conserved protein"
"WP_010902529.1","11QVJ@NOG",NA,NA
"WP_010902530.1","COG1058@NOG","H","Molybdopterin binding domain protein"
"WP_010902532.1","COG0671@NOG","I","phosphoesterase PA-phosphatase related protein"
"WP_010902533.1","COG3199@NOG","S","ATP-NAD AcoX kinase"
"WP_010902535.1","COG0704@NOG","P","Phosphate uptake regulator"
"WP_010902537.1","11W55@NOG",NA,NA
"WP_010902538.1","COG3427@NOG","C","polyketide cyclase dehydrase"
"WP_010902539.1","COG1012@NOG","C","Aldehyde dehydrogenase"
"WP_010902541.1","COG1960@NOG","I","Acyl-coA dehydrogenase"
"WP_010902542.1","COG0615@NOG","M","Catalyzes the transfer of the AMP portion of ATP to flavin mononucleotide (FMN) to produce flavin adenine dinucleotide (FAD) coenzyme (By similarity)"
"WP_010902543.1","COG1310@NOG","S","proteasome rpn11 subunit jamm motif protein"
"WP_010902546.1","COG1413@NOG","C","PBS lyase HEAT domain protein repeat-containing protein"
"WP_010902547.1","COG1183@NOG","I","CDP-alcohol phosphatidyltransferase"
"WP_010902548.1","COG3794@NOG","C","Blue (Type 1) copper domain protein"
"WP_010902549.1","COG1890@NOG","J","30S ribosomal protein S3Ae"
"WP_010902551.1","0YIFR@NOG","S","Exonuclease RecJ"
"WP_010902552.1","COG0184@NOG","J","30S ribosomal protein S15 S13e"
"WP_010902553.1","COG0840@NOG","N","Methyl-accepting chemotaxis sensory transducer"
"WP_010902556.1","COG0626@NOG","E","Cystathionine gamma-synthase"
"WP_010902557.1","0XXVZ@NOG",NA,NA
"WP_010902558.1","COG1136@NOG","V","ABC transporter"
"WP_010902559.1","COG0577@NOG","V","ABC transporter permease"
"WP_010902560.1","COG1826@NOG","U","twin-arginine translocation protein, TatA E family subunit"
"WP_010902562.1","COG0840@NOG","N","Methyl-accepting chemotaxis sensory transducer"
"WP_010902563.1","COG1012@NOG","C","Dehydrogenase"
"WP_010902564.1","111KK@NOG",NA,NA
"WP_010902565.1","1113Q@NOG",NA,NA
"WP_010902567.1","COG0687@NOG","E","Extracellular solute-binding protein family 1"
"WP_010902568.1","COG0702@NOG","M","NAD-dependent epimerase dehydratase"
"WP_010902570.1","COG3325@NOG COG3979@NOG","G","Glycoside hydrolase family 18"
"WP_010902571.1","COG3325@NOG COG3979@NOG","G","Glycoside hydrolase family 18"
"WP_010902572.1","COG3979@NOG","G","chitinase"
"WP_010902573.1","COG0500@NOG","Q","Methyltransferase type 11"
"WP_010902576.1","COG0746@NOG","H","Transfers a GMP moiety from GTP to Mo-molybdopterin (Mo- MPT) cofactor (Moco or molybdenum cofactor) to form Mo- molybdopterin guanine dinucleotide (Mo-MGD) cofactor (By similarity)"
