"query","NOGs","COG_category","HMM_description"
"NP_009554.1","COG0011@NOG","S","Domain of unknown function DUF77"
"NP_009555.1","COG1626@NOG","G","alpha,alpha-trehalase activity"
"NP_009556.1","COG0020@NOG","I","Putative undecaprenyl diphosphate synthase"
"NP_009557.1","COG0142@NOG","H","Polyprenyl synthetase"
"NP_009558.2","COG5542@NOG","G","Mannosyltransferase involved in glycosylphosphatidylinositol-anchor biosynthesis. Transfers the second mannose to the glycosylphosphatidylinositol during GPI precursor assembly (By similarity)"
"NP_009559.1","12CQ7@NOG","U","vesicle-mediated transport"
"NP_009560.1","COG1012@NOG","E","Aldehyde dehydrogenase family"
"NP_009561.2","0Y94Y@NOG","S","Sel1 repeat"
"NP_009562.1","COG0477@NOG","G","Major Facilitator Superfamily"
"NP_009563.1","COG2036@NOG","B","Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling"
"NP_009564.1","COG2036@NOG","B","histone H3"
"NP_009565.1","COG0221@NOG","C","Pyrophosphate phospho-hydrolase"
"NP_009567.1","COG2801@NOG","L","Capsid protein (CA) is the structural component of the virus-like particle (VLP), forming the shell that encapsulates the retrotransposons dimeric RNA genome. The particles are assembled from trimer-clustered units and there are holes in the capsid shells that allow for the diffusion of macromolecules. CA has also nucleocapsid-like chaperone activity, promoting primer tRNA(i)-Met annealing to the multipartite primer-binding site (PBS), dimerization of"
"NP_009568.1","COG2801@NOG","K","Capsid protein (CA) is the structural component of the virus-like particle (VLP), forming the shell that encapsulates the retrotransposons dimeric RNA genome. The particles are assembled from trimer-clustered units and there are holes in the capsid shells that allow for the diffusion of macromolecules. CA has also nucleocapsid-like chaperone activity, promoting primer tRNA(i)-Met annealing to the multipartite primer-binding site (PBS), dimerization of Ty1 RNA and initiation of reverse transcription (By similarity)"
"NP_009570.1","COG0695@NOG","O","glutathione-disulfide reductase activity"
"NP_009571.1","0ZX6F@NOG","G","Mannosyltransferase putative"
"NP_009572.1","11AWE@NOG",NA,NA
"NP_009573.1","0XPK2@NOG","U","HEAT repeat"
"NP_009574.1","COG1085@NOG","C","Galactose-1-phosphate uridylyltransferase"
"NP_009575.1","COG1087@NOG COG2017@NOG","M","aldose 1-epimerase activity"
"NP_009576.1","COG0153@NOG","G","galactokinase activity"
"NP_009577.1","COG1953@NOG","P","nucleobase:cation symporter activity"
"NP_009578.1","COG2110@NOG","J","Highly specific phosphatase involved in the metabolism of ADP-ribose 1''-phosphate (Appr1p) which is produced as a consequence of tRNA splicing (By similarity)"
"NP_009579.1","COG1215@NOG","M","chitin synthase"
"NP_009580.1","COG1999@NOG","C","SCO1/SenC"
"NP_009581.1","COG0012@NOG","J","Protein of unknown function (DUF933)"
"NP_009582.1","COG0604@NOG","C, K","Catalyzes the reduction of trans-2-enoyl-CoA to acyl- CoA. May have a role in the mitochondrial synthesis of fatty acids (By similarity)"
"NP_009584.1","0XNPH@NOG","T","S_TK_X"
"NP_009585.1","COG0575@NOG","I","Phosphatidate cytidylyltransferase"
"NP_009586.1","0Y7DR@NOG","S","Inherit from KOG: SET domain containing"
"NP_009587.1","COG0088@NOG","J","Ribosomal protein L4"
"NP_009589.1","11SI2@NOG","K","Glucose-responsive transcription factor that regulates expression of several glucose transporter (HXT) genes in response to glucose. In the absence of glucose, it functions as a transcriptional repressor, whereas high concentrations of glucose cause it to function as a transcriptional activator. In cells growing on low levels of glucose, has a neutral role, neither repressing nor activating transcription"
"NP_009590.1","0XQYH@NOG","K, O, T","Protein of unknown function (DUF1698)"
"NP_009591.1","COG0259@NOG","H","Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region"
"NP_009592.1","119VD@NOG",NA,NA
"NP_009593.1","COG1999@NOG","C","SCO1/SenC"
"NP_009594.1","COG1215@NOG","M","chitin synthase"
"NP_009595.1","COG0224@NOG","C","Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(1) domain and the central stalk which is part of the complex rotary element. The gamma subunit protrudes into the catalytic domain formed of alpha(3)beta(3). Rotation of the central stalk against the surrounding alpha(3)beta(3) subunits leads to hydrolysis of ATP in three separate catalytic sites on the beta subunits"
"NP_009596.1","127C9@NOG","S","Ca2+ regulator and membrane fusion protein Fig1"
"NP_009597.2","0XQ8T@NOG","I","AMP-binding enzyme"
"NP_009598.1","COG0204@NOG","I","Acyltransferase"
"NP_009599.2","COG0477@NOG","G","Major Facilitator Superfamily"
"NP_009600.2","COG0459@NOG","O","Inherit from KOG: heat shock protein"
"NP_009601.2","117DZ@NOG",NA,NA
"NP_009602.1","COG0604@NOG","Q","Alcohol dehydrogenase GroES-like domain"
"NP_009603.1","1155T@NOG",NA,NA
"NP_009604.1","COG0186@NOG","J","ribosomal protein S11"
"NP_009605.1","COG5147@NOG","K","DNA-binding protein that recognizes sites within both the enhancer and the promoter of rRNA transcription, as well as upstream of many genes transcribed by RNA polymerase II. It is essential for cell growth. May stimulate or inhibit transcription. Specifically recognizes the sequence 5'-CCGGGTA-3' or 5'-CGGGTRR- 3' (where R is any purine)"
"NP_009608.1","COG0655@NOG","Y","Minor allergen Alt a"
"NP_009609.1","COG3386@NOG","P, T","SMP-30/Gluconolaconase/LRE-like region"
"NP_009610.1","COG5524@NOG","P","ion channel activity"
"NP_009611.1","0XRKD@NOG","A","PRP1 splicing factor, N-terminal"
"NP_009612.1","COG2730@NOG","G","Inherit from ascNOG: Glucan 1,3-beta-glucosidase"
"NP_009613.1","0YWM6@NOG",NA,NA
"NP_009614.2","COG5207@NOG","O","ubiquitin carboxyl-terminal hydrolase"
"NP_009615.1","0Y515@NOG","T","STYKc"
"NP_009616.1","COG5575@NOG","L","Origin recognition complex subunit 2"
"NP_009617.3","COG0293@NOG","D","FtsJ-like methyltransferase"
"NP_009618.2","121N2@NOG","O","RING"
"NP_009621.3","0XSFK@NOG","A","Involved in pre-mRNA splicing. Facilitates the cooperative formation of U2 U6 helix II in association with stem II in the spliceosome. Binds to RNA"
"NP_009622.1","COG5048@NOG","K","ZnF_C2H2"
"NP_009623.1","11807@NOG","O","Seripauperin and TIP1 family"
"NP_009624.4","COG0833@NOG","E","amino acid transmembrane transporter activity"
"NP_009625.1","COG0833@NOG","E","Amino acid permease"
"NP_009626.1","11QSM@NOG","G","Involved in protein N-glycosylation. Essential for the second step of the dolichol-linked oligosaccharide pathway. Anchors the catalytic subunit ALG13 to the ER"
"NP_009628.1","COG0071@NOG","O","K13993 HSP20 family protein"
"NP_009629.6","COG0553@NOG","L","SNF2 family N-terminal domain"
"NP_009630.3","COG2234@NOG","O","zinc metalloprotease"
"NP_009632.2","119TM@NOG",NA,NA
"NP_009633.3","11CNE@NOG",NA,NA
"NP_009634.2","11JI6@NOG","S","fungal-type cell wall organization"
"NP_009635.1","0XQ37@NOG","J","Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)"
"NP_009636.3","COG0464@NOG","O","Cell division protein 48 (CDC48), domain 2"
"NP_009637.1","COG5076@NOG","K","BROMO"
"NP_009638.1","COG5078@NOG","O","ubiquitin-conjugating enzyme"
"NP_009639.3","0XQMP@NOG","K","TEA/ATTS domain family"
"NP_009640.1","COG0190@NOG COG2759@NOG","H","Formate--tetrahydrofolate ligase"
"NP_009641.1","COG2147@NOG","J","ribosomal protein L19"
"NP_009642.3","0XNW0@NOG","C","Solute carrier family 25 (Mitochondrial carrier"
"NP_009643.2","0XPYE@NOG","D","Calcium-activated chloride channel"
"NP_009644.3","COG0470@NOG","L","Replication Factor C"
"NP_009645.1","COG0592@NOG","L","This protein is an auxiliary protein of DNA polymerase delta and is involved in the control of eukaryotic DNA replication by increasing the polymerase's processibility during elongation of the leading strand (By similarity)"
"NP_009647.2","COG5648@NOG","K","DNA-binding protein that induces severe bending of DNA. Required for DNA-binding by the FACT complex, a general chromatin factor that acts to reorganize nucleosomes. The FACT complex is involved in multiple processes that require DNA as a template such as mRNA elongation, DNA replication and DNA repair. Also augments the fidelity of transcription by RNA polymerase III independently of any role in the FACT complex"
"NP_009649.1","12539@NOG","U","Tim10/DDP family zinc finger"
"NP_009650.1","11FS8@NOG","S","One of three repressible acid phosphatases, a glycoprotein that is transported to the cell surface"
"NP_009651.3","11FS8@NOG","S","One of three repressible acid phosphatases, a glycoprotein that is transported to the cell surface"
"NP_009652.2","0XQDM@NOG","O","Tubulin-tyrosine ligase family"
"NP_009653.2","12CCI@NOG","K","RXT2-like, N-terminal"
"NP_009654.3","11RKY@NOG","S","Inherit from KOG: Thioesterase superfamily member 6"
"NP_009655.2","0XPDN@NOG","T","protein serine/threonine kinase activity"
"NP_009656.2","12BTV@NOG","L","Interacts with MUS81 to form a DNA structure-specific endonuclease with substrate preference for branched DNA structures with a 5'-end at the branch nick. Typical substrates include 3'- flap structures, D-loops, replication forks and nicked Holliday junctions. May be required in mitosis for the processing of stalled or collapsed replication fork intermediates. May be required in meiosis for the repair of meiosis-specific double strand breaks subsequent to single-end invasion (SEI) (By similarity)"
"NP_009659.3","11PX3@NOG","O","regulation of translation"
"NP_009660.1","0XT7U@NOG","U","Involved in the secretory pathway as part of the exocyst complex which tethers secretory vesicles to the sites of exocytosis. Plays a role in both the assembly of the exocyst and the polarization of this complex to specific sites of the plasma membrane for exocytosis"
"NP_009661.1","COG2319@NOG","B","LisH"
"NP_009662.3","0XS86@NOG","C","Mitochondrial carrier protein"
"NP_009663.1","COG5073@NOG","U","Vacuolar import and degradation protein"
"NP_009664.1","COG5065@NOG","P","Phosphate transport (Pho88)"
"NP_009665.3","11DUB@NOG",NA,NA
"NP_009666.3","11BKB@NOG",NA,NA
"NP_009667.1","COG5126@NOG","T","Calmodulin mediates the control of a large number of enzymes, ion channels and other proteins by Ca(2 ). Among the enzymes to be stimulated by the calmodulin-Ca(2 ) complex are a number of protein kinases and phosphatases"
"NP_009668.3","COG0438@NOG","G","Participates in the formation of the lipid-linked precursor oligosaccharide for N-glycosylation. Involved in assembling the dolichol-pyrophosphate-GlcNAc(2)-Man(5) intermediate on the cytoplasmic surface of the ER"
"NP_009669.1","COG0494@NOG","L","NUDIX domain"
"NP_009670.3","COG0457@NOG","B","Tetratricopeptide repeat"
"NP_009672.1","COG0553@NOG","L","DNA repair protein"
"NP_009673.1","COG1020@NOG COG3320@NOG","Q","Catalyzes the activation of alpha-aminoadipate by ATP- dependent adenylation and the reduction of activated alpha- aminoadipate by NADPH"
"NP_009675.3","COG0021@NOG","G","Transketolase"
"NP_009676.1","COG5256@NOG","J","This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)"
"NP_009677.1","COG0724@NOG","A","RRM"
"NP_009678.3","1285F@NOG",NA,NA
"NP_009679.2","COG0423@NOG","J","Anticodon binding domain"
"NP_009680.2","0XUC0@NOG","J","mitochondrial 54S ribosomal protein YmL36"
"NP_009681.3","11DXH@NOG","K","RNA polymerase III transcription factor (TF)IIIC subunit"
"NP_009683.1","COG0631@NOG","T","Protein phosphatase 2C"
"NP_009684.1","COG0380@NOG","G","alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity"
