locus_tag,cluster,acc,COG_category,probability,HMM_description,NOGs
YPL226W,induced,NP_015098.1,"E, J",NA,Chromo (CHRromatin Organisation MOdifier) domain,COG0488@NOG
YPL227C,induced,NP_015097.1,G,2.0609048813476683e-12,Glycosyl transferase family 2,COG0463@NOG
YPL230W,repressed,NP_015094.1,K,0.9998363375969888,"Zinc finger, C2H2 type",COG5048@NOG
YPL237W,induced,NP_015087.1,J,NA,translation initiation factor 2 subunit,COG1601@NOG
YPL238C,induced,NA,S,0.00725198931733243,Function unknown,NA
YPL240C,induced,NP_015084.1,O,0.1672306973643994,"Molecular chaperone that promotes the maturation, structural maintenance and proper regulation of specific target proteins involved",COG0326@NOG
YPL247C,repressed,NP_015077.1,S,0.9998184782267798,WD repeat-containing protein,0XQ78@NOG
YPL250C,repressed,NA,S,0.9998184782267798,Function unknown,NA
YPL256C,induced,NP_015067.1,D,NA,Essential for the control of the cell cycle at the G1 S (start) transition. Interacts with the CDC28 protein kinase to form MPF,COG5024@NOG
YPL265W,repressed,NP_015058.1,E,2.4936491944344962e-6,Amino acid permease,COG0531@NOG
YPL266W,induced,NP_015057.1,A,0.9999981037358701,Specifically dimethylates two adjacent adenosines in the loop of a conserved hairpin near the 3'-end of 18S rRNA in the 40S particle,COG0030@NOG
YPL273W,induced,NP_015050.1,E,8.622285680355961e-4,homocysteine S-methyltransferase activity,COG2040@NOG
YPL280W,repressed,NP_015043.1,S,0.9998184782267798,PfpI family,COG0693@NOG
YPR001W,repressed,NP_015325.1,C,0.9953301413152312,citrate synthase,COG0372@NOG
YPR002W,repressed,NP_015326.1,S,0.9998184782267798,MmgE/PrpD family,COG2079@NOG
YPR005C,repressed,NA,S,0.9998184782267798,Function unknown,NA
YPR006C,repressed,NP_015331.1,C,0.9953301413152312,Isocitrate lyase,COG2224@NOG
YPR010C,induced,NP_015335.1,K,0.9998779793190825,DNA-directed RNA polymerase,COG0085@NOG
YPR026W,repressed,NP_015351.1,G,0.9563292098449211,Glycosyl hydrolase family 65 central catalytic domain,COG1554@NOG
YPR030W,repressed,NP_015355.1,C,0.9953301413152312,Arrestin domain containing,102NY@NOG
YPR033C,induced,NP_015358.1,J,NA,Anticodon binding domain,COG0124@NOG
YPR035W,induced,NP_015360.2,E,8.622285680355961e-4,glutamine synthetase,COG0174@NOG
YPR043W,induced,NA,S,0.00725198931733243,Function unknown,NA
YPR044C,induced,NA,S,0.00725198931733243,Function unknown,NA
YPR060C,induced,NP_015385.1,E,8.622285680355961e-4,chorismate mutase,COG1605@NOG
YPR061C,repressed,NP_015386.1,O,0.9699133011869505,DnaJ domain,122Z6@NOG
YPR074C,induced,NP_015399.1,G,2.0609048813476683e-12,transketolase activity,COG0021@NOG
YPR102C,induced,NP_015427.1,J,NA,ribosomal protein L11,COG0094@NOG
YPR110C,induced,NP_015435.1,K,0.9998779793190825,DNA-directed RNA polymerases I and III,COG0202@NOG
YPR112C,induced,NP_015437.1,A,0.9999981037358701,Multiple RNA-binding domain-containing protein 1,0XQZ5@NOG
YPR118W,induced,NP_015443.1,J,NA,Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1-P) (By similarity),COG0182@NOG
YPR119W,induced,NP_015444.1,D,NA,"Cyclin, C-terminal domain",COG5024@NOG
YPR132W,induced,NA,S,0.00725198931733243,Function unknown,NA
YPR142C,induced,NA,S,0.00725198931733243,Function unknown,NA
YPR143W,induced,NP_015469.1,S,0.00725198931733243,Rrp15p,11R78@NOG
YPR144C,induced,NP_015470.1,J,NA,U3 small nucleolar RNA-associated protein 19,0YJPG@NOG
YPR145W,induced,NP_015471.1,E,8.622285680355961e-4,Asparagine synthetase,COG0367@NOG
YPR149W,repressed,NP_015475.1,U,0.9999999999997884,Membrane-associating domain,11SFM@NOG
YPR150W,repressed,NA,S,0.9998184782267798,Function unknown,NA
YPR151C,repressed,NP_015477.1,O,0.9699133011869505,Mitochondrial protein Pet20,11EFD@NOG
YPR158W,repressed,NP_015484.1,S,0.9998184782267798,Function unknown,11DUS@NOG
YPR160W,repressed,NP_015486.1,G,0.9563292098449211,"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties (By similarity)",COG0058@NOG
YPR163C,induced,NP_015489.1,J,NA,RRM,11M6K@NOG
YPR167C,repressed,NP_015493.1,E,2.4936491944344962e-6,Phosphoadenosine phosphosulfate reductase family,COG0175@NOG
YPR184W,repressed,NP_015510.1,G,0.9563292098449211,Glycogen debranching enzyme,COG3408@NOG
YPR191W,repressed,NP_015517.1,C,0.9953301413152312,"This is a component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is part of the mitochondrial respiratory chain. The core protein 2 is required for the assembly of the complex (By similarity)",COG0612@NOG
YPR194C,repressed,NP_015520.1,T,0.9989297194930686,oligopeptide transporter activity,0XNZC@NOG
